"address","_c1","rank"
"061XX N LEMONT AVE","15","36453"
"039XX S ELLIS AV","15","36453"
"005XX W 115 ST","15","36453"
"058XX W BRYN MAWR AVE","15","36453"
"016XX W THOME AV","15","36453"
"001XX N MC CREA DR","15","36453"
"066XX S NORMAL AV","15","36453"
"029XX W 87 ST","15","36453"
"057XX S PERRY AV","15","36453"
"019XX S WABASH AV","15","36453"
"054XX N SAWYER AV","15","36453"
"022XX N HAMILTON AV","15","36453"
"065XX W WELLINGTON AVE","15","36453"
"031XX N HARLEM AV","15","36453"
"008XX N OAKLEY BL","15","36453"
"032XX N SEMINARY AV","15","36453"
"055XX N NEW ENGLAND AVE","15","36453"
"009XX S WESTERN AV","15","36453"
"027XX E 100TH ST","15","36453"
"048XX N FAIRFIELD AV","15","36453"
"047XX N LAWRENCE WILSON DR","15","36453"
"052XX W JACKSON BL","15","36453"
"075XX W CORNELIA AVE","15","36453"
"027XX W WASHINGTON BV","15","36453"
"104XX S SACRAMENTO AVE","15","36453"
"074XX S MAPLEWOOD AV","15","36453"
"014XX N LAMON AVE","15","36453"
"075XX N ORIOLE AVE","15","36453"
"026XX W 36 ST","15","36453"
"011XX E 101 ST","15","36453"
"043XX S KEATING AV","15","36453"
"034XX N SAYRE AVE","15","36453"
"083XX S FRANCISCO AVE","15","36453"
"059XX S RUSSELL DR","15","36453"
"079XX S EMERALD AV","15","36453"
"076XX S LANGLEY AV","15","36453"
"036XX W 117TH ST","15","36453"
"068XX W BELMONT AV","15","36453"
"076XX W ROSCOE ST","15","36453"
"067XX W WRIGHTWOOD AVE","15","36453"
"053XX N OAK PARK AV","15","36453"
"042XX W 25 ST","15","36453"
"108XX S VERNON AV","15","36453"
"004XX E 82 ST","15","36453"
"015XX W WINNEMAC AV","15","36453"
"074XX S LANGLEY AV","15","36453"
"015XX W HIGHLAND AV","15","36453"
"087XX S LOWE AV","15","36453"
"081XX S MERRILL AV","15","36453"
"006XX W WEED ST","15","36453"
"005XX S WASHTENAW AV","15","36453"
"018XX N BESLY CT","15","36453"
"002XX W SOUTH WATER MARKET ST","15","36453"
"023XX W 24 ST","15","36453"
"055XX N MULLIGAN AVE","15","36453"
"026XX N HARLEM AV","15","36453"
"021XX W GLADYS AV","15","36453"
"089XX S MARSHFIELD AV","15","36453"
"059XX N MILTIMORE AVE","15","36453"
"026XX W TOUHY AV","15","36453"
"020XX E 67 ST","15","36453"
"025XX N KENTON AVE","15","36453"
"062XX W SCHUBERT AVE","15","36453"
"093XX S YATES BL","15","36453"
"051XX W CULLOM AV","15","36453"
"056XX S SACRAMENTO AV","15","36453"
"056XX S NORMAL AV","15","36453"
"053XX N PULASKI RD","15","36453"
"044XX S ELLIS AV","15","36453"
"076XX S LOOMIS ST","15","36453"
"042XX W JACKSON BV","15","36453"
"010XX S KOLMAR AVE","15","36453"
"043XX W GRAND AV","15","36453"
"038XX S SACRAMENTO AV","15","36453"
"082XX S HARPER AV","15","36453"
"004XX W DIVERSEY AV","15","36453"
"012XX W 31 ST","15","36453"
"036XX E 112TH ST","15","36453"
"012XX N CENTRAL PARK AV","15","36453"
"039XX N ELSTON AV","15","36453"
"062XX N LEMONT AVE","15","36453"
"0000X S CENTRAL AV","15","36453"
"056XX S WOODLAWN AV","15","36453"
"025XX N WASHTENAW AV","15","36453"
"067XX S LOWE AV","15","36453"
"059XX S HARLEM AV","15","36453"
"068XX N FRANCISCO AVE","15","36453"
"024XX W 87TH ST","15","36453"
"043XX W MONTROSE AV","15","36453"
"024XX W 117TH ST","15","36453"
"057XX W PATTERSON AV","15","36453"
"052XX S NOTTINGHAM AVE","15","36453"
"001XX W 110 PL","15","36453"
"113XX S ROCKWELL ST","15","36453"
"022XX E 92ND ST","15","36453"
"008XX N KILDARE AV","15","36453"
"037XX N ASHLAND AV","15","36453"
"040XX S MICHIGAN AV","15","36453"
"057XX W LELAND AV","15","36453"
"010XX N LA SALLE ST","15","36453"
"078XX S HAMLIN AVE","15","36453"
"108XX S KING DR","15","36453"
"037XX N MENARD AVE","15","36453"
"030XX S HAMLIN AV","15","36453"
"096XX S CALUMET AV","15","36453"
"015XX N KEYSTONE AV","15","36453"
"010XX W WEBSTER AV","15","36453"
"062XX S SPAULDING AV","15","36453"
"0000X W 106TH PL","15","36453"
"043XX W 25 ST","15","36453"
"006XX E 103 PL","15","36453"
"066XX S KENNETH AV","15","36453"
"059XX S MAYFIELD AVE","15","36453"
"117XX S RACINE AV","15","36453"
"102XX S CALHOUN AV","15","36453"
"045XX W DICKENS AVE","15","36453"
"017XX W 72ND ST","15","36453"
"009XX W MARGATE TR","15","36453"
"063XX S SPAULDING AV","15","36453"
"018XX N CENTRAL AV","15","36453"
"009XX E 103 ST","15","36453"
"091XX S MUSKEGON AVE","15","36453"
"057XX W 64 PL","15","36453"
"070XX N IONIA AVE","15","36453"
"084XX S MANISTEE AV","15","36453"
"044XX W 14TH ST","15","36453"
"009XX S CANAL ST","15","36453"
"051XX W BERWYN AVE","15","36453"
"020XX W 78TH ST","15","36453"
"077XX S INDIANA AV","15","36453"
"047XX N MAJOR AVE","15","36453"
"031XX S WOOD ST","15","36453"
"047XX S DAN RYAN LOCAL IB","15","36453"
"045XX N CAMPBELL AV","15","36453"
"095XX S UNIVERSITY AV","15","36453"
"078XX S TRUMBULL AV","15","36453"
"005XX W 72 ST","15","36453"
"003XX S CENTRAL PARK AV","15","36453"
"126XX S STEWART AV","15","36453"
"077XX S COTTAGE GROVE","15","36453"
"062XX W FOSTER AVE","15","36453"
"073XX S COTTAGE GROVE","15","36453"
"018XX N MOBILE AV","15","36453"
"054XX S KENWOOD AV","15","36453"
"013XX W PRATT BL","15","36453"
"045XX S LECLAIRE AV","15","36453"
"022XX E 87 ST","15","36453"
"038XX W 63 PL","15","36453"
"062XX W CATALPA AVE","15","36453"
"033XX S RACINE AV","15","36453"
"0000X E 63 ST","15","36453"
"002XX S HAMLIN BL","15","36453"
"084XX W WINDSOR AVE","15","36453"
"030XX W BERTEAU AV","15","36453"
"057XX S PARKSIDE AV","15","36453"
"085XX W RASCHER AV","15","36453"
"107XX S BENSLEY AV","15","36453"
"0000X S ALBANY AV","15","36453"
"012XX W ROSEDALE AV","15","36453"
"007XX W QUINCY ST","15","36453"
"025XX W WINNEMAC AV","15","36453"
"011XX W NEWPORT AV","15","36453"
"016XX W 18 PL","15","36453"
"027XX N WAYNE AV","15","36453"
"122XX S STONY ISLAND AVE","15","36453"
"063XX W 64 PL","15","36453"
"022XX W 50 ST","15","36453"
"072XX S LUELLA AV","15","36453"
"021XX N ST LOUIS AV","15","36453"
"0000X E 41 ST","15","36453"
"052XX N DAMEN AV","15","36453"
"023XX N LARAMIE AV","15","36453"
"026XX S KOMENSKY AV","15","36453"
"048XX N CENTRAL PARK AV","15","36453"
"048XX N TALMAN AV","15","36453"
"001XX W GARFIELD BL","15","36453"
"023XX N MELVINA AV","15","36453"
"063XX N MAGNOLIA AV","15","36453"
"006XX W 111 ST","15","36453"
"022XX N SACRAMENTO AV","15","36453"
"064XX N SEELEY AV","15","36453"
"076XX S BLACKSTONE AV","15","36453"
"022XX W AUGUSTA BL","15","36453"
"113XX S CALUMET AV","15","36453"
"117XX S BELL AVE","15","36453"
"079XX S INDIANA AV","15","36453"
"021XX N SPRINGFIELD AV","15","36453"
"072XX N WESTERN AV","15","36453"
"069XX S HAMLIN AVE","15","36453"
"025XX N TALMAN AV","15","36453"
"104XX S HAMLIN AVE","15","36453"
"025XX W 112TH ST","15","36453"
"007XX W JAMES M ROCHFORD ST","15","36453"
"066XX W MELROSE ST","15","36453"
"006XX W WEBSTER AV","15","36453"
"034XX W 62 PL","15","36453"
"006XX W ALDINE AV","15","36453"
"117XX S PRINCETON AV","15","36453"
"018XX W FARWELL AV","15","36453"
"006XX E 60 ST","15","36453"
"003XX N KENTON AVE","15","36453"
"026XX N AVERS AV","15","36453"
"024XX N FRANCISCO AV","15","36453"
"032XX W JACKSON BL","15","36453"
"011XX S SACRAMENTO AV","15","36453"
"015XX W SUMMERDALE AVE","15","36453"
"001XX E 118 ST","15","36453"
"086XX S WOLCOTT AV","15","36453"
"072XX S INDIANA AV","15","36453"
"023XX N LOCKWOOD AV","15","36453"
"013XX S CALIFORNIA AV","15","36453"
"055XX S SPAULDING AV","15","36453"
"045XX N KIMBALL AV","15","36453"
"083XX S MERRILL AV","15","36453"
"041XX S ARTESIAN AV","15","36453"
"059XX S NEW ENGLAND AVE","15","36453"
"013XX E 62 ST","15","36453"
"052XX W AGATITE AV","15","36453"
"011XX S MAYFIELD AV","15","36453"
"071XX S CLAREMONT AV","15","36453"
"048XX W PARKER AV","15","36453"
"071XX W ARTHUR AVE","15","36453"
"040XX W WAVELAND AV","15","36453"
"115XX S FRONT AV","15","36453"
"031XX S PRINCETON AV","15","36453"
"056XX S MAPLEWOOD AV","15","36453"
"017XX W 14 PL","15","36453"
"006XX W HUTCHINSON ST","15","36453"
"064XX N CALDWELL AVE","15","36453"
"098XX S WENTWORTH AVE","15","36453"
"080XX S CALUMET AV","15","36453"
"068XX N HIAWATHA AVE","15","36453"
"032XX W 56 ST","15","36453"
"026XX N MERRIMAC AV","15","36453"
"018XX S KOSTNER AV","15","36453"
"039XX N ST LOUIS AV","15","36453"
"086XX S WABASH AV","15","36453"
"063XX N CALIFORNIA AV","15","36453"
"091XX S EAST END AVE","15","36453"
"039XX W 107TH ST","15","36453"
"086XX S CALIFORNIA AVE","15","36453"
"025XX N NEW ENGLAND AV","15","36453"
"028XX W DICKENS AV","15","36453"
"025XX N KIMBALL AV","15","36453"
"036XX N LARAMIE AV","15","36453"
"032XX W 110TH ST","15","36453"
"027XX W 39 PL","15","36453"
"031XX W JACKSON BL","15","36453"
"026XX E 127TH ST","15","36453"
"076XX S MAPLEWOOD AV","15","36453"
"015XX S INDIANA AV","15","36453"
"116XX S WESTERN AV","15","36453"
"037XX N LAKEWOOD AV","15","36453"
"062XX S KILDARE AV","15","36453"
"064XX N SPOKANE AVE","15","36453"
"046XX S HARDING AV","15","36453"
"005XX N AUSTIN BL","15","36453"
"003XX W WASHINGTON BV","15","36453"
"012XX N HOOKER ST","15","36453"
"117XX S PARNELL AV","15","36453"
"063XX S NORMAL AV","15","36453"
"023XX W 35 ST","15","36453"
"047XX N CAMPBELL AV","15","36453"
"020XX N CLEVELAND AV","15","36453"
"001XX S SACRAMENTO BL","15","36453"
"029XX N LAKE SHORE DR NB","15","36453"
"0000X E 110 ST","15","36453"
"079XX S WENTWORTH AV","15","36453"
"081XX S EMERALD AV","15","36453"
"016XX N MELVINA AV","15","36453"
"033XX W 37 PL","15","36453"
"060XX N TRIPP AVE","15","36453"
"017XX N MARSHFIELD AV","15","36453"
"019XX S LEE PKWY","15","36453"
"022XX W 109TH ST","15","36453"
"030XX S LOWE AV","15","36453"
"006XX W WELLINGTON AV","15","36453"
"049XX W 55 ST","15","36453"
"051XX N HAMLIN AVE","15","36453"
"106XX S LAFAYETTE AV","15","36453"
"029XX N NARRAGANSETT AV","15","36453"
"022XX W SHAKESPEARE AV","15","36453"
"055XX N MAJOR AV","15","36453"
"103XX S CALIFORNIA AVE","15","36453"
"057XX S SACRAMENTO AV","15","36453"
"019XX S DAMEN AV","15","36453"
"077XX S TRIPP AVE","15","36453"
"031XX N SOUTHPORT AV","15","36453"
"014XX W 46TH ST","15","36453"
"087XX S GREENWOOD AV","15","36453"
"043XX W OGDEN AV","15","36453"
"008XX W 40TH ST","15","36453"
"019XX W BIRCHWOOD AV","15","36453"
"017XX N HARLEM AV","15","36453"
"042XX W DEVON AVE","15","36453"
"136XX S BUFFALO AVE","15","36453"
"003XX S SEELEY AV","15","36453"
"007XX W 60 ST","15","36453"
"004XX W 28 ST","15","36453"
"036XX N MOBILE AVE","15","36453"
"014XX N LAWNDALE AV","15","36453"
"040XX N ST LOUIS AV","15","36453"
"078XX S WOODLAWN AV","15","36453"
"015XX W 122ND ST","15","36453"
"035XX N PANAMA AVE","15","36453"
"019XX W 117TH ST","15","36453"
"069XX S VINCENNES AV","15","36453"
"037XX N JANSSEN AV","15","36453"
"006XX W 103 ST","15","36453"
"022XX W 64TH ST","15","36453"
"093XX S CHAPPEL AV","15","36453"
"073XX S TALMAN AV","15","36453"
"021XX E 72 ST","15","36453"
"006XX W 61 PL","15","36453"
"072XX S CRANDON AV","15","36453"
"021XX S PRAIRIE AV","15","36453"
"048XX N LECLAIRE AVE","15","36453"
"028XX N DRAKE AV","15","36453"
"035XX W 61 PL","15","36453"
"052XX W 63 ST","15","36453"
"040XX N MONITOR AV","15","36453"
"025XX N MASON AV","15","36453"
"060XX N FAIRFIELD AV","15","36453"
"100XX S PARNELL AV","15","36453"
"031XX N SEMINARY AV","15","36453"
"025XX N PARKSIDE AV","15","36453"
"032XX S EMERALD AV","15","36453"
"053XX W SCHUBERT AV","15","36453"
"025XX E 108TH ST","15","36453"
"102XX S COMMERCIAL AV","15","36453"
"034XX N AUSTIN AV","15","36453"
"007XX W 125TH ST","15","36453"
"006XX E 100 ST","15","36453"
"058XX S CALIFORNIA AV","15","36453"
"005XX S KEELER AVE","15","36453"
"046XX N KIONA AVE","15","36453"
"028XX E 106TH ST","15","36453"
"038XX S UNION AV","15","36453"
"009XX E 101 ST","15","36453"
"080XX S LAWNDALE AVE","15","36453"
"024XX W 115TH ST","15","36453"
"096XX S EMERALD AV","15","36453"
"013XX W 86TH ST","15","36453"
"097XX S DOBSON AV","15","36453"
"064XX S NORMANDY AVE","15","36453"
"032XX W BRYN MAWR AV","15","36453"
"043XX S ST LAWRENCE AV","15","36453"
"009XX S SPRINGFIELD AV","15","36453"
"071XX N HARLEM AV","15","36453"
"061XX N KNOX AVE","15","36453"
"026XX N FAIRFIELD AV","15","36453"
"033XX W WARNER AV","15","36453"
"055XX W BARRY AV","15","36453"
"010XX S PARK TER","15","36453"
"038XX N MOBILE AVE","15","36453"
"065XX N OLIPHANT AVE","15","36453"
"020XX N CLIFTON AV","15","36453"
"039XX S ASHLAND AV","15","36453"
"047XX W WAVELAND AV","15","36453"
"084XX S SEELEY AV","15","36453"
"024XX N LOCKWOOD AV","15","36453"
"008XX W CHICAGO AV","14","37166"
"005XX N HARDING AV","14","37166"
"015XX W AUGUSTA BV","14","37166"
"043XX W AUGUSTA BV","14","37166"
"130XX S AVENUE M","14","37166"
"071XX S HARDING AV","14","37166"
"007XX W WRIGHTWOOD AV","14","37166"
"007XX W O BRIEN ST","14","37166"
"045XX W PARKER AV","14","37166"
"111XX S EGGLESTON AV","14","37166"
"013XX W 68 ST","14","37166"
"055XX S NOTTINGHAM AV","14","37166"
"018XX W 99TH ST","14","37166"
"033XX S KEDZIE AV","14","37166"
"034XX W 51 ST","14","37166"
"047XX N SAWYER AV","14","37166"
"039XX W MONTROSE AV","14","37166"
"0000X W CHECKPOINT 4 ST","14","37166"
"067XX W SCHUBERT AVE","14","37166"
"035XX W 62 PL","14","37166"
"036XX W 61 ST","14","37166"
"071XX S HOYNE AV","14","37166"
"014XX W 71 PL","14","37166"
"018XX S DAMEN AV","14","37166"
"015XX W 45TH ST","14","37166"
"019XX S WOLCOTT AV","14","37166"
"044XX W 15TH ST","14","37166"
"015XX E 59 ST","14","37166"
"008XX E 67 ST","14","37166"
"004XX S LOCKWOOD AV","14","37166"
"052XX W WARNER AV","14","37166"
"045XX W 62ND ST","14","37166"
"090XX S LOWE AV","14","37166"
"004XX W 103 ST","14","37166"
"009XX E HYDE PARK BV","14","37166"
"052XX S WASHTENAW AV","14","37166"
"047XX N CLIFTON AVE","14","37166"
"106XX S VERNON AV","14","37166"
"099XX S KING DR","14","37166"
"092XX S WENTWORTH AV","14","37166"
"019XX E 92ND ST","14","37166"
"021XX N SEMINARY AV","14","37166"
"087XX S LANGLEY AV","14","37166"
"035XX S ARTESIAN AV","14","37166"
"035XX W 59 ST","14","37166"
"135XX S BURLEY AV","14","37166"
"035XX W DEVON AV","14","37166"
"080XX S CLYDE AV","14","37166"
"046XX N SPAULDING AV","14","37166"
"027XX N LOCKWOOD AV","14","37166"
"075XX S CREGIER AV","14","37166"
"071XX W ROSCOE ST","14","37166"
"038XX N MENARD AVE","14","37166"
"069XX W FOREST PRESERVE AVE","14","37166"
"063XX W BARRY AV","14","37166"
"040XX W CORNELIA AV","14","37166"
"007XX E 46 ST","14","37166"
"007XX E BOWEN DR","14","37166"
"058XX W 63 ST","14","37166"
"009XX W CULLOM AV","14","37166"
"043XX S OAKLEY AVE","14","37166"
"004XX W 109TH ST","14","37166"
"034XX N JANSSEN AV","14","37166"
"017XX W 97TH ST","14","37166"
"016XX E 89TH ST","14","37166"
"008XX N LA SALLE ST","14","37166"
"046XX S KEDZIE AV","14","37166"
"046XX W 53RD ST","14","37166"
"012XX N LUIS MUNOZ MARIN DR E","14","37166"
"112XX S ELLIS AV","14","37166"
"083XX S SOUTH CHICAGO AV","14","37166"
"019XX W 101ST PL","14","37166"
"020XX N LA CROSSE AV","14","37166"
"043XX S EVANS AV","14","37166"
"133XX S EBERHART AV","14","37166"
"011XX W COLUMBIA AV","14","37166"
"042XX N LINDER AVE","14","37166"
"009XX W 31 PL","14","37166"
"032XX S KARLOV AV","14","37166"
"069XX S DAN RYAN EXPY IB","14","37166"
"027XX W MEDILL AV","14","37166"
"049XX S CAMPBELL AV","14","37166"
"043XX S WOLCOTT AV","14","37166"
"017XX E 57TH DR","14","37166"
"024XX N GREENVIEW AV","14","37166"
"058XX N ELSTON AV","14","37166"
"009XX W 69 ST","14","37166"
"008XX W 54 ST","14","37166"
"081XX S WABASH AV","14","37166"
"017XX S HAMILTON AVE","14","37166"
"026XX W 26 ST","14","37166"
"010XX W 115 ST","14","37166"
"034XX N BOSWORTH AV","14","37166"
"090XX S YATES BL","14","37166"
"014XX W LE MOYNE ST","14","37166"
"012XX E 96TH ST","14","37166"
"045XX N LINDER AVE","14","37166"
"037XX W 112TH PL","14","37166"
"034XX N MOBILE AVE","14","37166"
"034XX W PARKER AV","14","37166"
"092XX S NORMAL AV","14","37166"
"086XX S CREGIER AV","14","37166"
"076XX S CAMPBELL AV","14","37166"
"006XX S LAWNDALE AV","14","37166"
"021XX N HUMBOLDT BV","14","37166"
"029XX W 72ND ST","14","37166"
"005XX W 61 PL","14","37166"
"048XX N SAYRE AVE","14","37166"
"027XX W TAYLOR ST","14","37166"
"054XX W BERENICE AV","14","37166"
"018XX N MCVICKER AV","14","37166"
"067XX N LEHIGH AVE","14","37166"
"100XX S UNION AV","14","37166"
"072XX S FAIRFIELD AV","14","37166"
"029XX N KENNETH AV","14","37166"
"024XX W WILCOX ST","14","37166"
"0000X E 112 ST","14","37166"
"003XX N TALMAN AVE","14","37166"
"099XX S AVENUE N","14","37166"
"041XX W WELLINGTON AV","14","37166"
"028XX W RASCHER AV","14","37166"
"091XX S ELLIS AV","14","37166"
"020XX W MORSE AV","14","37166"
"103XX S LUELLA AVE","14","37166"
"005XX E 130 ST","14","37166"
"025XX W CONGRESS PW","14","37166"
"039XX W CORNELIA AV","14","37166"
"024XX W 70 ST","14","37166"
"001XX E 112 ST","14","37166"
"038XX S WOLCOTT AV","14","37166"
"110XX S CALIFORNIA AVE","14","37166"
"011XX W 99TH ST","14","37166"
"054XX W AUGUSTA BV","14","37166"
"057XX W 64 ST","14","37166"
"062XX S CENTRAL AV","14","37166"
"013XX S THOMPSON DR","14","37166"
"012XX W COLUMBIA AV","14","37166"
"0000X W L9 ST","14","37166"
"117XX S WESTERN AV","14","37166"
"046XX W MONTROSE AV","14","37166"
"022XX N KEDVALE AV","14","37166"
"060XX S STONY ISLAND AV","14","37166"
"011XX W PERSHING RD","14","37166"
"016XX W WINNEMAC AVE","14","37166"
"032XX W 65 PL","14","37166"
"013XX S LAKE SHORE DR","14","37166"
"071XX N OLEANDER AVE","14","37166"
"012XX S WASHTENAW AV","14","37166"
"004XX S KOSTNER AV","14","37166"
"034XX W MC LEAN AV","14","37166"
"089XX S EBERHART AVE","14","37166"
"048XX W CULLOM AV","14","37166"
"036XX W 115TH ST","14","37166"
"051XX S LARAMIE AV","14","37166"
"048XX S LAWNDALE AV","14","37166"
"053XX N WAYNE AV","14","37166"
"008XX S RACINE AV","14","37166"
"071XX S LUELLA AV","14","37166"
"039XX N MARSHFIELD AV","14","37166"
"053XX S RUTHERFORD AVE","14","37166"
"009XX W 37TH ST","14","37166"
"076XX W SCHOOL ST","14","37166"
"026XX N ASHLAND AV","14","37166"
"072XX S KOSTNER AVE","14","37166"
"027XX E 78 ST","14","37166"
"027XX N WILTON AV","14","37166"
"011XX W 111 PL","14","37166"
"020XX W 22 PL","14","37166"
"004XX W FULLERTON AV","14","37166"
"035XX N DAMEN AV","14","37166"
"056XX N GLENWOOD AV","14","37166"
"084XX W AGATITE AVE","14","37166"
"110XX S LOWE AV","14","37166"
"105XX S CHRISTIANA AVE","14","37166"
"061XX W SCHUBERT AVE","14","37166"
"046XX N MARMORA AVE","14","37166"
"125XX S HARVARD AV","14","37166"
"069XX N IONIA AVE","14","37166"
"093XX S GREENWOOD AV","14","37166"
"018XX W 31ST PL","14","37166"
"124XX S YALE AV","14","37166"
"081XX S COMMERCIAL AV","14","37166"
"047XX S KEDVALE AV","14","37166"
"049XX N LAVERGNE AVE","14","37166"
"016XX W RASCHER AV","14","37166"
"094XX S ESCANABA AVE","14","37166"
"088XX S EBERHART AVE","14","37166"
"028XX W 102ND PL","14","37166"
"028XX S POPLAR AV","14","37166"
"006XX E 102 ST","14","37166"
"015XX S MUSEUM CAMPUS DR","14","37166"
"017XX W DIVERSEY PW","14","37166"
"019XX W 71 ST","14","37166"
"003XX N KILBOURN AV","14","37166"
"034XX N KEELER AV","14","37166"
"097XX S LAFAYETTE AVE","14","37166"
"052XX N ROGERS AVE","14","37166"
"021XX N LOCKWOOD AV","14","37166"
"038XX N GREENVIEW AV","14","37166"
"021XX W 107TH PL","14","37166"
"021XX W WASHBURNE AV","14","37166"
"036XX N NORDICA AV","14","37166"
"026XX S WENTWORTH AV","14","37166"
"050XX N LAWNDALE AV","14","37166"
"071XX S LAWNDALE AV","14","37166"
"105XX S NORMAL AV","14","37166"
"011XX N FRANCISCO AV","14","37166"
"040XX N KEYSTONE AV","14","37166"
"023XX W 50 ST","14","37166"
"014XX W 59 ST","14","37166"
"024XX N KEDZIE AV","14","37166"
"012XX W 84TH ST","14","37166"
"0000X E 112 PL","14","37166"
"037XX N GREENVIEW AV","14","37166"
"048XX W BARRY AV","14","37166"
"084XX S BENNETT AV","14","37166"
"071XX S SOUTH CHICAGO","14","37166"
"028XX N LUNA AV","14","37166"
"006XX E MORGAN DR","14","37166"
"026XX E 87 ST","14","37166"
"008XX W 105TH ST","14","37166"
"049XX W WARWICK AV","14","37166"
"030XX N NORMANDY AV","14","37166"
"091XX S HARPER AV","14","37166"
"049XX W RACE AV","14","37166"
"012XX W 103 ST","14","37166"
"055XX S KIMBARK AV","14","37166"
"043XX S EMERALD AV","14","37166"
"074XX N CLAREMONT AV","14","37166"
"009XX W CUYLER AV","14","37166"
"004XX W 46TH PL","14","37166"
"049XX N LOCKWOOD AVE","14","37166"
"056XX S SPAULDING AV","14","37166"
"103XX S HOMAN AVE","14","37166"
"034XX N HARLEM AV","14","37166"
"010XX W COLUMBIA AV","14","37166"
"025XX W CARMEN AV","14","37166"
"012XX N HOYNE AV","14","37166"
"020XX W 108TH PL","14","37166"
"054XX S KING DR","14","37166"
"061XX W 64 ST","14","37166"
"070XX W ARCHER AV","14","37166"
"099XX S PAXTON AV","14","37166"
"045XX N MEADE AV","14","37166"
"094XX S NORMAL AV","14","37166"
"076XX W VICTORIA ST","14","37166"
"092XX S KIMBARK AV","14","37166"
"026XX N MANGO AV","14","37166"
"054XX N DELPHIA AVE","14","37166"
"039XX W 46TH ST","14","37166"
"045XX W 51ST ST","14","37166"
"013XX N KEELER AV","14","37166"
"051XX N MOODY AVE","14","37166"
"038XX W 38TH ST","14","37166"
"013XX S ALBANY AV","14","37166"
"066XX N LOLETA AVE","14","37166"
"006XX W 88TH ST","14","37166"
"042XX N SPAULDING AV","14","37166"
"030XX W 41 ST","14","37166"
"095XX S WINSTON AV","14","37166"
"031XX S MILLARD AV","14","37166"
"057XX N OLEANDER AVE","14","37166"
"093XX S BURNSIDE AV","14","37166"
"009XX W 56TH ST","14","37166"
"033XX W WARREN BV","14","37166"
